date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:12:38	1773641/1773641	---M--	200	added ('OK')	image/jpeg	etag:%22302b54da599d780c100cb00583f05b5a%22	https://uploads-ssl.webflow.com/5ea9bcda01ba9a2ecbb81e43/5eef82f42a1f37064c89775f_IMG-3718.JPG	C:/Users/Mansi/Desktop/Mansi_Resume/colorrituals/colorrituals/uploads-ssl.webflow.com/5ea9bcda01ba9a2ecbb81e43/5eef82f42a1f37064c89775f_IMG-3718.jpg	(from http://colorrituals.webflow.io/photos/peace-within)
10:12:39	2676386/2676386	---M--	200	added ('OK')	image/jpeg	etag:%22dda767d6c6f66d01eac96935946536b2%22	https://uploads-ssl.webflow.com/5ea9bcda01ba9a2ecbb81e43/5eef83039302888794a2f561_IMG-3717.JPG	C:/Users/Mansi/Desktop/Mansi_Resume/colorrituals/colorrituals/uploads-ssl.webflow.com/5ea9bcda01ba9a2ecbb81e43/5eef83039302888794a2f561_IMG-3717.jpg	(from http://colorrituals.webflow.io/photos/peace-within)
10:12:41	797871/797871	---M--	200	added ('OK')	image/jpeg	etag:%22d90b07f5ccf2fcf6c90d7c41518920ea%22	https://uploads-ssl.webflow.com/5ea9bcda01ba9a2ecbb81e43/5eef829b60d29e136d5caf62_IMG-2818.JPG	C:/Users/Mansi/Desktop/Mansi_Resume/colorrituals/colorrituals/uploads-ssl.webflow.com/5ea9bcda01ba9a2ecbb81e43/5eef829b60d29e136d5caf62_IMG-2818.jpg	(from http://colorrituals.webflow.io/photos/milky-way)
10:12:42	1097909/1097909	---M--	200	added ('OK')	image/jpeg	etag:%22551d04bd2766e0c6bb89ce12cf3c8150%22	https://uploads-ssl.webflow.com/5ea9bcda01ba9a2ecbb81e43/5eef7f6b4b80910fd4ffe058_IMG-2819.JPG	C:/Users/Mansi/Desktop/Mansi_Resume/colorrituals/colorrituals/uploads-ssl.webflow.com/5ea9bcda01ba9a2ecbb81e43/5eef7f6b4b80910fd4ffe058_IMG-2819.jpg	(from http://colorrituals.webflow.io/photos/milky-way)
10:12:42	219058/219058	---M--	200	added ('OK')	image/jpeg	etag:%22a1c5952783b5633c778bf90e0cb0fdff%22	https://uploads-ssl.webflow.com/5ea9bcda01ba9a2ecbb81e43/5eb06450fbc04b6c22916610_WhatsApp%20Image%202020-05-04%20at%205.15.47%20PM%20(1).jpeg	C:/Users/Mansi/Desktop/Mansi_Resume/colorrituals/colorrituals/uploads-ssl.webflow.com/5ea9bcda01ba9a2ecbb81e43/5eb06450fbc04b6c22916610_WhatsApp%20Image%202020-05-04%20at%205.15.47%20PM%20(1).jpg	(from http://colorrituals.webflow.io/photos/falling-apart)
10:12:43	2771047/2771047	---M--	200	added ('OK')	image/jpeg	etag:%227f2906e335fefea7f5a2272928962c57%22	https://uploads-ssl.webflow.com/5ea9bcda01ba9a2ecbb81e43/5eef831b70215ee37ac4f782_IMG-3715.JPG	C:/Users/Mansi/Desktop/Mansi_Resume/colorrituals/colorrituals/uploads-ssl.webflow.com/5ea9bcda01ba9a2ecbb81e43/5eef831b70215ee37ac4f782_IMG-3715.jpg	(from http://colorrituals.webflow.io/photos/peace-within)
10:12:43	153762/153762	---M--	200	added ('OK')	image/jpeg	etag:%22908f9ced0bb88f4a3bafc3001ace8043%22	https://uploads-ssl.webflow.com/5ea9bcda01ba9a2ecbb81e43/5eb058a1eae1f04a7cd19941_WhatsApp%20Image%202020-05-04%20at%205.15.48%20PM%20(4).jpeg	C:/Users/Mansi/Desktop/Mansi_Resume/colorrituals/colorrituals/uploads-ssl.webflow.com/5ea9bcda01ba9a2ecbb81e43/5eb058a1eae1f04a7cd19941_WhatsApp%20Image%202020-05-04%20at%205.15.48%20PM%20(4).jpg	(from http://colorrituals.webflow.io/photos/pool)
10:12:43	173206/173206	---M--	200	added ('OK')	image/jpeg	etag:%2237d9b0d031e7a03b072ac5b218515e28%22	https://uploads-ssl.webflow.com/5ea9bcda01ba9a2ecbb81e43/5eb058b28a52ddd940a09e65_WhatsApp%20Image%202020-05-04%20at%205.15.48%20PM%20(5).jpeg	C:/Users/Mansi/Desktop/Mansi_Resume/colorrituals/colorrituals/uploads-ssl.webflow.com/5ea9bcda01ba9a2ecbb81e43/5eb058b28a52ddd940a09e65_WhatsApp%20Image%202020-05-04%20at%205.15.48%20PM%20(5).jpg	(from http://colorrituals.webflow.io/photos/pool)
10:12:43	1245011/1245011	---M--	200	added ('OK')	image/jpeg	etag:%221ec442ad5496104935f819e64983e207%22	https://uploads-ssl.webflow.com/5ea9bcda01ba9a2ecbb81e43/5eef82b20be60433174af127_IMG-2820.JPG	C:/Users/Mansi/Desktop/Mansi_Resume/colorrituals/colorrituals/uploads-ssl.webflow.com/5ea9bcda01ba9a2ecbb81e43/5eef82b20be60433174af127_IMG-2820.jpg	(from http://colorrituals.webflow.io/photos/milky-way)
10:12:44	111101/111101	---M--	200	added ('OK')	image/jpeg	etag:%2217beb9d6a67ab946b4695abcdd7da23d%22	https://uploads-ssl.webflow.com/5ea9bcda01ba9a2ecbb81e43/5eb04a8a90c3347d6b77aa48_WhatsApp%20Image%202020-05-04%20at%206.43.38%20PM.jpeg	C:/Users/Mansi/Desktop/Mansi_Resume/colorrituals/colorrituals/uploads-ssl.webflow.com/5ea9bcda01ba9a2ecbb81e43/5eb04a8a90c3347d6b77aa48_WhatsApp%20Image%202020-05-04%20at%206.43.38%20PM.jpg	(from http://colorrituals.webflow.io/photos/shine-bright)
10:12:44	154440/154440	---M--	200	added ('OK')	image/jpeg	etag:%22f0e01ffe4483a8a35397d62e247d9a2d%22	https://uploads-ssl.webflow.com/5ea9bcda01ba9a2ecbb81e43/5eb048ff0b6790ec0d3dd9d4_WhatsApp%20Image%202020-05-04%20at%206.39.57%20PM.jpeg	C:/Users/Mansi/Desktop/Mansi_Resume/colorrituals/colorrituals/uploads-ssl.webflow.com/5ea9bcda01ba9a2ecbb81e43/5eb048ff0b6790ec0d3dd9d4_WhatsApp%20Image%202020-05-04%20at%206.39.57%20PM.jpg	(from http://colorrituals.webflow.io/photos/shine-bright)
10:12:45	95036/95036	---M--	200	added ('OK')	image/jpeg	etag:%2260a542090a21a6ee4a5adac9ceb02348%22	https://uploads-ssl.webflow.com/5ea9bcda01ba9a2ecbb81e43/5ea9bcda01ba9a0c40b81f11_photo-1416934625760-d56f5e79f6fe.jpg	C:/Users/Mansi/Desktop/Mansi_Resume/colorrituals/colorrituals/uploads-ssl.webflow.com/5ea9bcda01ba9a2ecbb81e43/5ea9bcda01ba9a0c40b81f11_photo-1416934625760-d56f5e79f6fe.jpg	(from http://colorrituals.webflow.io/photos/city)
10:12:45	28527/28527	---M--	200	added ('OK')	image/jpeg	etag:%22854ce030610929ab458d77aa27275c48%22	https://uploads-ssl.webflow.com/5ea9bcda01ba9a2ecbb81e43/5ea9bcda01ba9a3d32b81f06_photo-1413977886085-3bbbf9a7cf6e.jpg	C:/Users/Mansi/Desktop/Mansi_Resume/colorrituals/colorrituals/uploads-ssl.webflow.com/5ea9bcda01ba9a2ecbb81e43/5ea9bcda01ba9a3d32b81f06_photo-1413977886085-3bbbf9a7cf6e.jpg	(from http://colorrituals.webflow.io/photos/city)
10:12:46	286709/286709	---M--	200	added ('OK')	image/jpeg	etag:%22831ae9cb03b55f2b3b1254eeb3fc0fed%22	https://uploads-ssl.webflow.com/5ea9bcda01ba9a2ecbb81e43/5ea9bcda01ba9a8ec3b81f0e_photo-1427955569621-3e494de2b1d2.jpg	C:/Users/Mansi/Desktop/Mansi_Resume/colorrituals/colorrituals/uploads-ssl.webflow.com/5ea9bcda01ba9a2ecbb81e43/5ea9bcda01ba9a8ec3b81f0e_photo-1427955569621-3e494de2b1d2.jpg	(from http://colorrituals.webflow.io/photos/together)
10:12:47	227084/227084	---M--	200	added ('OK')	image/jpeg	etag:%22243d0599e4fadab7e9674b0938f810e2%22	https://uploads-ssl.webflow.com/5ea9bcda01ba9a2ecbb81e43/5ea9bcda01ba9a22f4b81f17_photo-1428184003419-4cfd6ab3d280.jpg	C:/Users/Mansi/Desktop/Mansi_Resume/colorrituals/colorrituals/uploads-ssl.webflow.com/5ea9bcda01ba9a2ecbb81e43/5ea9bcda01ba9a22f4b81f17_photo-1428184003419-4cfd6ab3d280.jpg	(from http://colorrituals.webflow.io/photos/together)
10:12:47	101446/101446	---M--	200	added ('OK')	image/jpeg	etag:%225fabd5f45cf4765cc22bda06278c6d2f%22	https://uploads-ssl.webflow.com/5ea9bcda01ba9a2ecbb81e43/5ea9bcda01ba9ae79ab81f07_photo-1433268692728-cf766bc932ce.jpg	C:/Users/Mansi/Desktop/Mansi_Resume/colorrituals/colorrituals/uploads-ssl.webflow.com/5ea9bcda01ba9a2ecbb81e43/5ea9bcda01ba9ae79ab81f07_photo-1433268692728-cf766bc932ce.jpg	(from http://colorrituals.webflow.io/photos/coast)
10:12:48	258648/258648	---M--	200	added ('OK')	image/jpeg	etag:%22bcf3ff7d91e601e3ad60221b57dc056d%22	https://uploads-ssl.webflow.com/5ea9bcda01ba9a2ecbb81e43/5ea9bcda01ba9a9adab81f0f_photo-1432251407527-504a6b4174a2.jpg	C:/Users/Mansi/Desktop/Mansi_Resume/colorrituals/colorrituals/uploads-ssl.webflow.com/5ea9bcda01ba9a2ecbb81e43/5ea9bcda01ba9a9adab81f0f_photo-1432251407527-504a6b4174a2.jpg	(from http://colorrituals.webflow.io/photos/night)
10:12:49	118249/118249	---M--	200	added ('OK')	image/jpeg	etag:%22083dbb0718be3e8860443f7b0e067fb3%22	https://uploads-ssl.webflow.com/5ea9bcda01ba9a2ecbb81e43/5ea9bcda01ba9a54afb81f13_photo-1433155327100-12aac6a14ff1.jpg	C:/Users/Mansi/Desktop/Mansi_Resume/colorrituals/colorrituals/uploads-ssl.webflow.com/5ea9bcda01ba9a2ecbb81e43/5ea9bcda01ba9a54afb81f13_photo-1433155327100-12aac6a14ff1.jpg	(from http://colorrituals.webflow.io/photos/art)
10:12:49	48517/48517	---M--	200	added ('OK')	image/jpeg	etag:%221650f40d2cf1ee1bd31e8576f244cb86%22	https://uploads-ssl.webflow.com/5ea9bcda01ba9a2ecbb81e43/5ea9bcda01ba9a5b59b81f08_photo-1433890070408-084b6b305d72.jpg	C:/Users/Mansi/Desktop/Mansi_Resume/colorrituals/colorrituals/uploads-ssl.webflow.com/5ea9bcda01ba9a2ecbb81e43/5ea9bcda01ba9a5b59b81f08_photo-1433890070408-084b6b305d72.jpg	(from http://colorrituals.webflow.io/photos/art)
10:12:50	35869/35869	---M--	200	added ('OK')	image/jpeg	etag:%229d552cd2c275a0fd616f0c2a49745ea5%22	https://uploads-ssl.webflow.com/5ea9bcda01ba9a2ecbb81e43/5ea9bcda01ba9abbb7b81f1a_photo-1433245437947-a0595ee87118.jpg	C:/Users/Mansi/Desktop/Mansi_Resume/colorrituals/colorrituals/uploads-ssl.webflow.com/5ea9bcda01ba9a2ecbb81e43/5ea9bcda01ba9abbb7b81f1a_photo-1433245437947-a0595ee87118.jpg	(from http://colorrituals.webflow.io/photos/play)
10:12:51	173184/173184	---M--	200	added ('OK')	image/jpeg	etag:%22b94ad9f81412e4551d4b13ee6b083899%22	https://uploads-ssl.webflow.com/5ea9bcda01ba9a2ecbb81e43/5ea9bcda01ba9a7a1ab81f19_photo-1436397543931-01c4a5162bdb.jpg	C:/Users/Mansi/Desktop/Mansi_Resume/colorrituals/colorrituals/uploads-ssl.webflow.com/5ea9bcda01ba9a2ecbb81e43/5ea9bcda01ba9a7a1ab81f19_photo-1436397543931-01c4a5162bdb.jpg	(from http://colorrituals.webflow.io/photos/lift)
10:12:52	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Mon,%2022%20Jun%202020%2008:12:59%20GMT	http://colorrituals.webflow.io/about	C:/Users/Mansi/Desktop/Mansi_Resume/colorrituals/colorrituals/colorrituals.webflow.io/about.html	(from http://colorrituals.webflow.io/)
10:12:53	206846/206846	---M--	200	added ('OK')	image/jpeg	etag:%22f64c7866d492ca4214bbb2b453b61f79%22	https://uploads-ssl.webflow.com/5ea9bcda01ba9a2ecbb81e43/5ea9bcda01ba9a44cdb81f15_photo-1441906363162-903afd0d3d52.jpg	C:/Users/Mansi/Desktop/Mansi_Resume/colorrituals/colorrituals/uploads-ssl.webflow.com/5ea9bcda01ba9a2ecbb81e43/5ea9bcda01ba9a44cdb81f15_photo-1441906363162-903afd0d3d52.jpg	(from http://colorrituals.webflow.io/photos/dog)
